prix,vue.le,piec.,m2,ville,arrondissement,rue,titre,depuis,évol.,prix.m2
1 428 000€,30/11,4,150,paris,12eme ardsmnt,NA,"Appartement - 4 pièces, 150m2",02929 jours,,9520
1 430 000€,23/11,4,136,paris,16eme ardsmnt,Avenue théophile gautier            ,"Appartement - 4 pièces, 136m2",01515 jours,,10515
1 430 000€,05/12,4,120,paris,2eme ardsmnt,NA,"Appartement - 4 pièces, 120m2",09191 jours,"-004,67-4.67%",11917
1 430 000€,03/12,5,118,paris,12eme ardsmnt,Rue jules césar                     ,"Appartement - 5 pièces, 118m2",226226 jours,,12119
1 430 000€,01/12,4,136,paris,16eme ardsmnt,NA,"Appartement - 4 pièces, 136m2",01616 jours,,10515
1 430 000€,03/12,5,110,paris,16eme ardsmnt,Rue greuze                           ,"Appartement - 5 pièces, 110m2",01111 jours,,13000
1 430 000€,17/11,5,115,paris,16eme ardsmnt,Passy,"Appartement - 5 pièces, 115m2",07777 jours,,12435
1 430 000€,17/11,5,115,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 115m2",07878 jours,,12435
1 430 000€,30/11,5,115,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 115m2",03434 jours,,12435
1 430 000€,28/11,NA,96,paris,18eme ardsmnt,NA,"Appartement, 96m2",0088 jours,,14896
1 430 000€,05/12,5,96,paris,18eme ardsmnt,NA,"Appartement - 5 pièces, 96m2",06464 jours,,14896
1 431 000€,29/11,NA,87,paris,2eme ardsmnt,Rue bachaumont                       ,"Appartement, 87m2",01010 jours,,16449
1 431 000€,05/12,3,87,paris,2eme ardsmnt,Rue bachaumont                       ,"Appartement - 3 pièces, 87m2",106106 jours,,16449
1 434 200€,01/12,7,160,paris,10eme ardsmnt,NA,"Appartement - 7 pièces, 160m2",09797 jours,,8964
1 435 000€,22/11,NA,139,paris,11eme ardsmnt,NA,"Appartement, 139m2",04242 jours,"-003,63-3.63%",10324
1 435 000€,28/11,4,138,paris,11eme ardsmnt,NA,"Appartement - 4 pièces, 138m2",03737 jours,"-001,03-1.03%",10399
1 435 000€,04/12,4,100,paris,16eme ardsmnt,NA,"Appartement - 4 pièces, 100m2",001hier,,14350
1 440 000€,05/12,NA,122,paris,16eme ardsmnt,Rue de la pompe                      ,"Appartement, 122m2",0099 jours,,11804
1 440 000€,21/11,5,122,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 122m2",02828 jours,"-003,36-3.36%",11804
1 440 000€,04/12,5,122,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 122m2",01414 jours,,11804
1 440 000€,04/12,5,122,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 122m2",01313 jours,,11804
1 440 000€,05/12,4,123,paris,17eme ardsmnt,Rue juliette lamber                  ,"Appartement - 4 pièces, 123m2",02828 jours,,11708
1 440 000€,03/12,5,110,paris,17eme ardsmnt,NA,"Appartement - 5 pièces, 110m2",153153 jours,,13091
1 440 000€,02/12,5,124,paris,17eme ardsmnt,NA,"Appartement - 5 pièces, 124m2",135135 jours,,11613
1 440 000€,05/12,5,125,paris,17eme ardsmnt,Place wagram                         ,"Appartement - 5 pièces, 125m2",02222 jours,,11520
1 442 000€,05/12,4,90,paris,3eme ardsmnt,NA,"Appartement - 4 pièces, 90m2",05555 jours,,16023
1 442 000€,03/12,NA,115,paris,15eme ardsmnt,Square lowendal                      ,"Appartement, 115m2",0055 jours,,12540
1 442 000€,03/12,5,115,paris,15eme ardsmnt,Square lowendal                      ,"Appartement - 5 pièces, 115m2",03535 jours,,12540
1 442 000€,05/12,5,115,paris,15eme ardsmnt,NA,"Appartement - 5 pièces, 115m2",0088 jours,,12540
1 443 750€,05/12,5,104,paris,15eme ardsmnt,NA,"Appartement - 5 pièces, 104m2",06161 jours,,13883
1 443 750€,01/12,5,104,paris,15eme ardsmnt,NA,"Appartement - 5 pièces, 104m2",04949 jours,,13883
1 445 000€,03/12,3,113,paris,7eme ardsmnt,NA,"Appartement - 3 pièces, 113m2",03939 jours,"-003,34-3.34%",12788
1 445 000€,05/12,3,113,paris,7eme ardsmnt,NA,"Appartement - 3 pièces, 113m2",03737 jours,"-003,34-3.34%",12788
1 449 000€,19/11,5,136,paris,11eme ardsmnt,NA,"Appartement - 5 pièces, 136m2",04646 jours,"-003,34-3.34%",10655
1 449 500€,03/12,4,115,paris,4eme ardsmnt,NA,"Appartement - 4 pièces, 115m2",03636 jours,,12605
1 456 000€,30/11,4,112,paris,17eme ardsmnt,NA,"Appartement - 4 pièces, 112m2",0077 jours,,13000
1 456 000€,30/11,6,140,paris,12eme ardsmnt,Aligre,"Appartement - 6 pièces, 140m2",05353 jours,,10400
1 450 000€,04/12,8,245,paris,10eme ardsmnt,Rue henri feulard                    ,"Appartement - 8 pièces, 245m2",0022 jours,,5919
1 450 000€,05/12,6,150,paris,6eme ardsmnt,Saint-michel,"Appartement - 6 pièces, 150m2",173173 jours,"-018,77-18.77%",9667
1 450 000€,27/11,4,104,paris,1er ardsmnt,Palais royal,"Appartement - 4 pièces, 104m2",08383 jours,"-002,68-2.68%",13943
1 450 000€,30/11,4,104,paris,1er ardsmnt,Palais royal,"Appartement - 4 pièces, 104m2",02222 jours,"-002,68-2.68%",13943
1 450 000€,16/11,4,120,paris,2eme ardsmnt,NA,"Appartement - 4 pièces, 120m2",03636 jours,,12084
1 450 000€,05/12,4,120,paris,2eme ardsmnt,NA,"Appartement - 4 pièces, 120m2",01616 jours,,12084
1 450 000€,03/12,3,80,paris,4eme ardsmnt,NA,"Appartement - 3 pièces, 80m2",160160 jours,"-008,52-8.52%",18125
1 450 000€,03/12,4,80,paris,4eme ardsmnt,NA,"Appartement - 4 pièces, 80m2",02323 jours,,18125
1 450 000€,04/12,2,57,paris,6eme ardsmnt,NA,"Appartement - 2 pièces, 57m2",447447 jours,,25439
1 450 000€,03/12,3,83,paris,7eme ardsmnt,NA,"Appartement - 3 pièces, 83m2",06565 jours,"-009,38-9.38%",17470
1 450 000€,03/12,3,102,paris,7eme ardsmnt,NA,"Appartement - 3 pièces, 102m2",0088 jours,,14216
1 450 000€,20/11,4,99,paris,7eme ardsmnt,Saint thomas d'aquin,"Appartement - 4 pièces, 99m2",04040 jours,,14647
1 450 000€,03/12,4,99,paris,7eme ardsmnt,NA,"Appartement - 4 pièces, 99m2",0066 jours,,14647
1 450 000€,26/11,5,100,paris,9eme ardsmnt,Rue mayran                           ,"Appartement - 5 pièces, 100m2",09191 jours,"-002,68-2.68%",14500
1 450 000€,03/12,6,130,paris,9eme ardsmnt,NA,"Appartement - 6 pièces, 130m2",0055 jours,,11154
1 450 000€,18/11,NA,245,paris,10eme ardsmnt,Rue henri feulard                    ,"Appartement, 245m2",01818 jours,,5919
1 450 000€,04/12,NA,245,paris,10eme ardsmnt,NA,"Appartement, 245m2",01010 jours,,5919
1 450 000€,05/12,NA,245,paris,10eme ardsmnt,NA,"Appartement, 245m2",001hier,,5919
1 450 000€,20/11,6,90,paris,10eme ardsmnt,Quai de valmy                        ,"Appartement - 6 pièces, 90m2",01515 jours,,16112
1 450 000€,04/12,8,138,paris,10eme ardsmnt,Place sainte-marthe                  ,"Appartement - 8 pièces, 138m2",0088 jours,,10508
1 450 000€,02/12,8,245,paris,10eme ardsmnt,NA,"Appartement - 8 pièces, 245m2",02525 jours,,5919
1 450 000€,27/11,8,245,paris,10eme ardsmnt,NA,"Appartement - 8 pièces, 245m2",02525 jours,,5919
1 450 000€,01/12,4,118,paris,11eme ardsmnt,NA,"Appartement - 4 pièces, 118m2",03535 jours,,12289
1 450 000€,19/11,4,118,paris,11eme ardsmnt,NA,"Appartement - 4 pièces, 118m2",03434 jours,,12289
1 450 000€,01/12,5,118,paris,11eme ardsmnt,NA,"Appartement - 5 pièces, 118m2",0088 jours,,12289
1 450 000€,01/12,5,120,paris,11eme ardsmnt,NA,"Appartement - 5 pièces, 120m2",08989 jours,stable,12084
1 450 000€,28/11,5,120,paris,11eme ardsmnt,Boulevard voltaire                   ,"Appartement - 5 pièces, 120m2",05858 jours,,12084
1 450 000€,05/12,5,120,paris,11eme ardsmnt,Boulevard voltaire                   ,"Appartement - 5 pièces, 120m2",04949 jours,,12084
1 450 000€,05/12,6,115,paris,15eme ardsmnt,NA,"Appartement - 6 pièces, 115m2",148148 jours,"-008,81-8.81%",12609
1 450 000€,01/12,6,115,paris,15eme ardsmnt,NA,"Appartement - 6 pièces, 115m2",146146 jours,"-008,81-8.81%",12609
1 450 000€,04/12,7,140,paris,15eme ardsmnt,NA,"Appartement - 7 pièces, 140m2",202202 jours,"-002,68-2.68%",10358
1 450 000€,01/12,5,134,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 134m2",05858 jours,,10821
1 450 000€,03/12,3,110,paris,17eme ardsmnt,NA,"Appartement - 3 pièces, 110m2",0055 jours,,13182
1 450 000€,01/12,3,111,paris,17eme ardsmnt,NA,"Appartement - 3 pièces, 111m2",0088 jours,,13064
1 450 000€,04/12,3,111,paris,17eme ardsmnt,NA,"Appartement - 3 pièces, 111m2",0022 jours,,13064
1 450 000€,03/12,4,110,paris,17eme ardsmnt,Rue jouffroy d'abbans                ,"Appartement - 4 pièces, 110m2",03030 jours,,13182
1 450 000€,01/12,4,111,paris,17eme ardsmnt,NA,"Appartement - 4 pièces, 111m2",02828 jours,,13064
1 450 000€,03/12,4,113,paris,17eme ardsmnt,NA,"Appartement - 4 pièces, 113m2",03535 jours,"-002,68-2.68%",12832
1 450 000€,21/11,5,113,paris,17eme ardsmnt,NA,"Appartement - 5 pièces, 113m2",04242 jours,,12832
1 450 000€,05/12,5,113,paris,17eme ardsmnt,Rue théodore de banville            ,"Appartement - 5 pièces, 113m2",0aujourd'hui,,12832
1 450 000€,05/12,5,118,paris,17eme ardsmnt,Rue philibert delorme                ,"Appartement - 5 pièces, 118m2",0088 jours,,12289
1 450 000€,05/12,5,118,paris,17eme ardsmnt,NA,"Appartement - 5 pièces, 118m2",0022 jours,,12289
1 450 000€,01/12,5,133,paris,17eme ardsmnt,NA,"Appartement - 5 pièces, 133m2",145145 jours,"-006,45-6.45%",10903
1 450 000€,17/11,5,133,paris,17eme ardsmnt,NA,"Appartement - 5 pièces, 133m2",05555 jours,,10903
1 450 000€,04/12,5,158,paris,20eme ardsmnt,NA,"Appartement - 5 pièces, 158m2",149149 jours,,9178
1 450 000€,21/11,5,158,paris,20eme ardsmnt,NA,"Appartement - 5 pièces, 158m2",103103 jours,,9178
1 455 000€,30/11,6,109,paris,12eme ardsmnt,NA,"Appartement - 6 pièces, 109m2",149149 jours,"-006,73-6.73%",13349
1 455 000€,22/11,6,109,paris,12eme ardsmnt,NA,"Appartement - 6 pièces, 109m2",105105 jours,"-006,73-6.73%",13349
1 455 000€,29/11,6,110,paris,12eme ardsmnt,NA,"Appartement - 6 pièces, 110m2",07474 jours,"-002,68-2.68%",13228
1 455 000€,30/11,6,110,paris,12eme ardsmnt,NA,"Appartement - 6 pièces, 110m2",07474 jours,"-002,68-2.68%",13228
1 456 000€,25/11,5,100,paris,17eme ardsmnt,Avenue de villiers                   ,"Appartement - 5 pièces, 100m2",03737 jours,"-003,45-3.45%",14560
1 456 000€,20/11,4,101,paris,18eme ardsmnt,NA,"Appartement - 4 pièces, 101m2",02929 jours,,14416
1 456 000€,20/11,4,105,paris,18eme ardsmnt,NA,"Appartement - 4 pièces, 105m2",02929 jours,,13867
1 456 000€,22/11,5,101,paris,18eme ardsmnt,NA,"Appartement - 5 pièces, 101m2",02727 jours,,14416
1 456 400€,03/12,4,110,paris,17eme ardsmnt,NA,"Appartement - 4 pièces, 110m2",0066 jours,,13240
1 459 500€,22/11,NA,152,paris,16eme ardsmnt,NA,"Appartement, 152m2",01313 jours,,9602
1 460 000€,30/11,3,97,paris,16eme ardsmnt,Rue de la pompe                      ,"Appartement - 3 pièces, 97m2",146146 jours,,15052
1 460 000€,05/12,5,133,paris,17eme ardsmnt,Place wagram                         ,"Appartement - 5 pièces, 133m2",02323 jours,,10978
1 465 000€,03/12,5,110,paris,17eme ardsmnt,Place des ternes                     ,"Appartement - 5 pièces, 110m2",04747 jours,,13319
1 460 000€,05/12,3,88,paris,6eme ardsmnt,NA,"Appartement - 3 pièces, 88m2",0044 jours,,16591
1 460 000€,05/12,5,102,paris,7eme ardsmnt,Avenue franco-russe                  ,"Appartement - 5 pièces, 102m2",0088 jours,,14314
1 460 000€,24/11,5,103,paris,7eme ardsmnt,NA,"Appartement - 5 pièces, 103m2",02222 jours,"-006,71-6.71%",14175
1 460 000€,03/12,5,103,paris,7eme ardsmnt,NA,"Appartement - 5 pièces, 103m2",02121 jours,"-006,71-6.71%",14175
1 460 000€,02/12,5,134,paris,10eme ardsmnt,NA,"Appartement - 5 pièces, 134m2",160160 jours,"-005,19-5.19%",10896
1 460 000€,02/12,5,134,paris,10eme ardsmnt,NA,"Appartement - 5 pièces, 134m2",111111 jours,"-005,19-5.19%",10896
1 460 000€,28/11,3,97,paris,16eme ardsmnt,Rue de la pompe                      ,"Appartement - 3 pièces, 97m2",09898 jours,,15052
1 460 000€,17/11,5,133,paris,17eme ardsmnt,NA,"Appartement - 5 pièces, 133m2",02323 jours,,10978
1 460 000€,01/12,6,131,paris,17eme ardsmnt,Avenue de villiers                   ,"Appartement - 6 pièces, 131m2",08585 jours,"-005,19-5.19%",11146
1 465 000€,21/11,5,117,paris,17eme ardsmnt,Avenue de wagram                     ,"Appartement - 5 pièces, 117m2",04747 jours,,12522
1 465 000€,23/11,5,120,paris,17eme ardsmnt,NA,"Appartement - 5 pièces, 120m2",06969 jours,,12209
1 465 000€,03/12,5,110,paris,16eme ardsmnt,Rue spontini                         ,"Appartement - 5 pièces, 110m2",05151 jours,"-012,8-12.80%",13319
1 466 400€,29/11,4,112,paris,17eme ardsmnt,NA,"Appartement - 4 pièces, 112m2",100 jours,,13093
1 470 000€,29/11,NA,73,paris,4eme ardsmnt,NA,"Appartement, 73m2",01010 jours,,20137
1 470 000€,03/12,3,73,paris,4eme ardsmnt,NA,"Appartement - 3 pièces, 73m2",160160 jours,,20137
1 470 000€,05/12,5,130,paris,8eme ardsmnt,Rue de penthièvre                   ,"Appartement - 5 pièces, 130m2",01515 jours,"-006,25-6.25%",11308
1 470 000€,22/11,3,80,paris,15eme ardsmnt,NA,"Appartement - 3 pièces, 80m2",01313 jours,,18375
1 470 000€,05/12,3,80,paris,15eme ardsmnt,NA,"Appartement - 3 pièces, 80m2",01111 jours,,18375
1 470 000€,05/12,4,90,paris,15eme ardsmnt,NA,"Appartement - 4 pièces, 90m2",06565 jours,"-005,16-5.16%",16334
1 470 000€,22/11,4,90,paris,15eme ardsmnt,NA,"Appartement - 4 pièces, 90m2",03030 jours,"(+1,030.77%)",16334
1 470 000€,05/12,4,111,paris,15eme ardsmnt,NA,"Appartement - 4 pièces, 111m2",100 jours,-002-2.00%,13244
1 470 000€,03/12,4,111,paris,15eme ardsmnt,Rue du cherche-midi                  ,"Appartement - 4 pièces, 111m2",09696 jours,-002-2.00%,13244
1 470 000€,01/12,4,106,paris,16eme ardsmnt,NA,"Appartement - 4 pièces, 106m2",04747 jours,,13868
1 470 000€,17/11,4,85,paris,18eme ardsmnt,NA,"Appartement - 4 pièces, 85m2",01818 jours,,17295
1 471 000€,03/12,4,86,paris,18eme ardsmnt,NA,"Appartement - 4 pièces, 86m2",02525 jours,stable,17105
1 475 000€,29/11,NA,121,paris,7eme ardsmnt,Avenue charles floquet               ,"Appartement, 121m2",01010 jours,,12191
1 475 000€,05/12,3,58,paris,7eme ardsmnt,Avenue de tourville                  ,"Appartement - 3 pièces, 58m2",07171 jours,009.26(+9.26%),25432
1 475 000€,23/11,4,121,paris,7eme ardsmnt,Avenue charles floquet               ,"Appartement - 4 pièces, 121m2",01414 jours,,12191
1 475 000€,26/11,4,121,paris,7eme ardsmnt,Avenue charles floquet               ,"Appartement - 4 pièces, 121m2",0099 jours,,12191
1 475 000€,05/12,4,121,paris,7eme ardsmnt,Avenue charles floquet               ,"Appartement - 4 pièces, 121m2",0022 jours,,12191
1 475 000€,29/11,3,60,paris,8eme ardsmnt,NA,"Appartement - 3 pièces, 60m2",04444 jours,,24584
1 475 000€,04/12,5,110,paris,16eme ardsmnt,Rue des marronniers                  ,"Appartement - 5 pièces, 110m2",06161 jours,002.43(+2.43%),13410
1 479 000€,17/11,4,140,paris,16eme ardsmnt,NA,"Appartement - 4 pièces, 140m2",04444 jours,"-006,75-6.75%",10565
1 480 000€,02/12,4,108,paris,1er ardsmnt,NA,"Appartement - 4 pièces, 108m2",143143 jours,-006.33-6.33%,13704
1 480 000€,27/11,4,108,paris,1er ardsmnt,Palais royal,"Appartement - 4 pièces, 108m2",04141 jours,"-006,33-6.33%",13704
1 480 000€,30/11,NA,75,paris,5eme ardsmnt,NA,"Appartement, 75m2",05656 jours,,19734
1 480 000€,04/12,3,75,paris,5eme ardsmnt,Rue mouffetard                       ,"Appartement - 3 pièces, 75m2",309309 jours,,19734
1 480 000€,02/12,3,99,paris,8eme ardsmnt,NA,"Appartement - 3 pièces, 99m2",06565 jours,,14950
1 480 000€,16/11,4,122,paris,8eme ardsmnt,NA,"Appartement - 4 pièces, 122m2",02020 jours,,12132
1 480 000€,29/11,8,160,paris,8eme ardsmnt,NA,"Appartement - 8 pièces, 160m2",155155 jours,,9250
1 480 000€,29/11,5,130,paris,10eme ardsmnt,Rue des petites écuries             ,"Appartement - 5 pièces, 130m2",07777 jours,"-004,21-4.21%",11385
1 480 000€,01/12,3,95,paris,16eme ardsmnt,NA,"Appartement - 3 pièces, 95m2",181181 jours,"-014,55-14.55%",15579
1 480 000€,04/12,3,95,paris,16eme ardsmnt,Avenue foch                          ,"Appartement - 3 pièces, 95m2",08686 jours,"-014,55-14.55%",15579
1 480 000€,05/12,5,127,paris,17eme ardsmnt,Rue rennequin                        ,"Appartement - 5 pièces, 127m2",0aujourd'hui,,11654
1 489 000€,30/11,5,90,paris,9eme ardsmnt,Rue de chantilly                     ,"Appartement - 5 pièces, 90m2",127127 jours,,16545
1 489 000€,04/12,5,130,paris,9eme ardsmnt,Rue de bellefond                     ,"Appartement - 5 pièces, 130m2",230230 jours,,11454
1 494 900€,30/11,6,111,paris,12eme ardsmnt,NA,"Appartement - 6 pièces, 111m2",09999 jours,-004.17-4.17%,13468
1 495 000€,01/12,5,158,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 158m2",04242 jours,"-002,32-2.32%",9463
1 490 000€,27/11,3,40,paris,1er ardsmnt,Louvre,"Appartement - 3 pièces, 40m2",05555 jours,"-002,61-2.61%",37250
1 490 000€,27/11,7,130,paris,2eme ardsmnt,Bonne nouvelle,"Appartement - 7 pièces, 130m2",03737 jours,,11462
1 490 000€,05/12,3,98,paris,3eme ardsmnt,NA,"Appartement - 3 pièces, 98m2",149149 jours,,15205
1 490 000€,29/11,3,100,paris,3eme ardsmnt,NA,"Appartement - 3 pièces, 100m2",190190 jours,,14900
1 490 000€,03/12,4,100,paris,4eme ardsmnt,NA,"Appartement - 4 pièces, 100m2",160160 jours,"-005,4-5.40%",14900
1 490 000€,04/12,2,60,paris,6eme ardsmnt,NA,"Appartement - 2 pièces, 60m2",06161 jours,,24834
1 490 000€,03/12,4,100,paris,7eme ardsmnt,NA,"Appartement - 4 pièces, 100m2",09191 jours,"-005,7-5.70%",14900
1 490 000€,02/12,4,122,paris,10eme ardsmnt,Boulevard de strasbourg              ,"Appartement - 4 pièces, 122m2",04040 jours,,12214
1 490 000€,04/12,7,184,paris,10eme ardsmnt,NA,"Appartement - 7 pièces, 184m2",01515 jours,002.76(+2.76%),8098
1 490 000€,30/11,5,127,paris,13eme ardsmnt,NA,"Appartement - 5 pièces, 127m2",01919 jours,,11733
1 490 000€,05/12,5,125,paris,15eme ardsmnt,NA,"Appartement - 5 pièces, 125m2",07979 jours,,11920
1 490 000€,04/12,6,130,paris,15eme ardsmnt,Place charles michels                ,"Appartement - 6 pièces, 130m2",08686 jours,,11462
1 490 000€,05/12,6,137,paris,15eme ardsmnt,NA,"Appartement - 6 pièces, 137m2",155155 jours,"-006,29-6.29%",10876
1 490 000€,29/11,6,137,paris,15eme ardsmnt,NA,"Appartement - 6 pièces, 137m2",0066 jours,,10876
1 490 000€,04/12,4,120,paris,16eme ardsmnt,NA,"Appartement - 4 pièces, 120m2",125125 jours,"-009,7-9.70%",12417
1 490 000€,04/12,4,130,paris,16eme ardsmnt,NA,"Appartement - 4 pièces, 130m2",0077 jours,,11462
1 490 000€,30/11,5,120,paris,16eme ardsmnt,Boulevard flandrin                   ,"Appartement - 5 pièces, 120m2",07272 jours,"-009,7-9.70%",12417
1 490 000€,17/11,5,121,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 121m2",04343 jours,"-002,36-2.36%",12315
1 490 000€,17/11,5,121,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 121m2",04343 jours,,12315
1 490 000€,23/11,5,122,paris,16eme ardsmnt,Rue de la pompe                      ,"Appartement - 5 pièces, 122m2",02727 jours,,12214
1 490 000€,27/11,5,129,paris,16eme ardsmnt,Boulevard flandrin                   ,"Appartement - 5 pièces, 129m2",0088 jours,,11551
1 490 000€,24/11,5,132,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 132m2",173173 jours,,11288
1 490 000€,04/12,5,148,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 148m2",01313 jours,,10068
1 490 000€,20/11,5,169,paris,17eme ardsmnt,Place de clichy                      ,"Appartement - 5 pièces, 169m2",195195 jours,"-005,4-5.40%",8817
1 490 000€,05/12,7,184,paris,19eme ardsmnt,Bassin de la villette,"Appartement - 7 pièces, 184m2",0077 jours,,8098
1 490 000€,04/12,5,148,paris,20eme ardsmnt,NA,"Appartement - 5 pièces, 148m2",02121 jours,,10068
1 490 000€,30/11,5,119,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 119m2",0055 jours,,12522
1 490 000€,01/12,5,119,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 119m2",0066 jours,,12522
1 490 000€,04/12,5,119,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 119m2",0022 jours,,12522
1 490 000€,01/12,5,129,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 129m2",0099 jours,,11551
1 490 000€,27/11,5,133,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 133m2",01919 jours,stable,11204
1 494 900€,30/11,NA,111,paris,12eme ardsmnt,NA,"Appartement, 111m2",06969 jours,,13468
1 495 000€,20/11,5,140,paris,3eme ardsmnt,NA,"Appartement - 5 pièces, 140m2",02121 jours,,10679
1 495 000€,04/12,3,65,paris,5eme ardsmnt,NA,"Appartement - 3 pièces, 65m2",05454 jours,,23000
1 495 000€,22/11,5,130,paris,6eme ardsmnt,NA,"Appartement - 5 pièces, 130m2",296296 jours,,11500
1 495 000€,20/11,4,81,paris,7eme ardsmnt,NA,"Appartement - 4 pièces, 81m2",155155 jours,,18457
1 495 000€,05/12,6,155,paris,8eme ardsmnt,NA,"Appartement - 6 pièces, 155m2",103103 jours,"-005,97-5.97%",9646
1 495 000€,29/11,5,90,paris,14eme ardsmnt,Rue boissonade                       ,"Appartement - 5 pièces, 90m2",0088 jours,,16612
1 495 000€,29/11,5,97,paris,14eme ardsmnt,NA,"Appartement - 5 pièces, 97m2",0099 jours,,15413
1 495 000€,01/12,5,97,paris,14eme ardsmnt,Rue boissonade                       ,"Appartement - 5 pièces, 97m2",0055 jours,,15413
1 495 000€,05/12,5,157,paris,14eme ardsmnt,Saint-jacques,"Appartement - 5 pièces, 157m2",01414 jours,,9523
1 495 000€,04/12,5,140,paris,15eme ardsmnt,NA,"Appartement - 5 pièces, 140m2",07777 jours,,10679
1 495 000€,04/12,3,112,paris,16eme ardsmnt,NA,"Appartement - 3 pièces, 112m2",001hier,,13349
1 495 000€,17/11,4,157,paris,16eme ardsmnt,NA,"Appartement - 4 pièces, 157m2",02626 jours,,9523
1 495 000€,21/11,5,140,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 140m2",02525 jours,,10679
1 495 000€,01/12,5,140,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 140m2",01212 jours,,10679
1 495 000€,04/12,5,157,paris,16eme ardsmnt,Rue d'auteuil                        ,"Appartement - 5 pièces, 157m2",09898 jours,"-005,38-5.38%",9523
1 495 000€,04/12,6,158,paris,16eme ardsmnt,NA,"Appartement - 6 pièces, 158m2",03535 jours,001.01(+1.01%),9463
1 495 000€,29/11,NA,116,paris,17eme ardsmnt,Rue legendre                         ,"Appartement, 116m2",01010 jours,,12888
1 495 000€,03/12,4,110,paris,17eme ardsmnt,Rue legendre                         ,"Appartement - 4 pièces, 110m2",0099 jours,,13591
1 495 000€,05/12,5,104,paris,18eme ardsmnt,NA,"Appartement - 5 pièces, 104m2",01717 jours,,14375
1 498 000€,05/12,6,160,paris,15eme ardsmnt,NA,"Appartement - 6 pièces, 160m2",02929 jours,,9363
1 498 000€,03/12,6,144,paris,17eme ardsmnt,Rue legendre                         ,"Appartement - 6 pièces, 144m2",09898 jours,"-006,26-6.26%",10403
1 499 000€,20/11,5,125,paris,3eme ardsmnt,Rue meslay                           ,"Appartement - 5 pièces, 125m2",05656 jours,,11992
1 499 000€,03/12,5,127,paris,3eme ardsmnt,Rue meslay                           ,"Appartement - 5 pièces, 127m2",02828 jours,,11804
1 499 000€,03/12,5,127,paris,3eme ardsmnt,Rue meslay                           ,"Appartement - 5 pièces, 127m2",02828 jours,,11804
1 499 000€,17/11,4,121,paris,7eme ardsmnt,Avenue charles floquet               ,"Appartement - 4 pièces, 121m2",01919 jours,,12389
1 500 000€,21/11,4,97,paris,11eme ardsmnt,Boulevard voltaire                   ,"Appartement - 4 pièces, 97m2",163163 jours,-013.79-13.79%,15464
1 500 000€,04/12,3,114,paris,5eme ardsmnt,Rue poliveau                         ,"Appartement - 3 pièces, 114m2",124124 jours,,13158
1 500 000€,28/11,3,114,paris,5eme ardsmnt,NA,"Appartement - 3 pièces, 114m2",02020 jours,,13158
1 500 000€,20/11,3,70,paris,6eme ardsmnt,NA,"Appartement - 3 pièces, 70m2",09797 jours,,21429
1 500 000€,30/11,NA,124,paris,8eme ardsmnt,Europe,"Appartement, 124m2",01212 jours,,12097
1 500 000€,26/11,3,91,paris,8eme ardsmnt,NA,"Appartement - 3 pièces, 91m2",07979 jours,,16484
1 500 000€,20/11,3,103,paris,8eme ardsmnt,Place de l'alma                      ,"Appartement - 3 pièces, 103m2",456456 jours,003.45(+3.45%),14564
1 500 000€,03/12,5,143,paris,8eme ardsmnt,Rue d'artois                         ,"Appartement - 5 pièces, 143m2",0066 jours,,10490
1 500 000€,17/11,4,97,paris,11eme ardsmnt,NA,"Appartement - 4 pièces, 97m2",166166 jours,"-013,79-13.79%",15464
1 500 000€,04/12,6,207,paris,11eme ardsmnt,NA,"Appartement - 6 pièces, 207m2",04747 jours,,7247
1 500 000€,28/11,4,113,paris,16eme ardsmnt,NA,"Appartement - 4 pièces, 113m2",0077 jours,,13275
1 500 000€,03/12,5,106,paris,16eme ardsmnt,NA,"Appartement - 5 pièces, 106m2",02323 jours,,14151
1 500 000€,04/12,7,140,paris,16eme ardsmnt,Avenue foch                          ,"Appartement - 7 pièces, 140m2",05050 jours,,10715
1 500 000€,26/11,4,110,paris,17eme ardsmnt,NA,"Appartement - 4 pièces, 110m2",0099 jours,,13637
1 500 000€,03/12,5,116,paris,17eme ardsmnt,NA,"Appartement - 5 pièces, 116m2",0088 jours,,12932
1 500 000€,17/11,6,169,paris,17eme ardsmnt,NA,"Appartement - 6 pièces, 169m2",132132 jours,"-004,76-4.76%",8876
