Geo Point;Geo Shape;ID_REF_ZDL;ID_REF_ZDE;GARES_ID;NOM_GARE;NOMLONG;NOM_IV;NUM_MOD;MODE_;FER;TRAIN;RER;METRO;TRAMWAY;NAVETTE;VAL;TERFER;TERTRAIN;TERRER;TERMETRO;TERTRAM;TERNAVETTE;TERVAL;IDREFLIGA;IDREFLIGC;LIGNE;COD_LIGF;LIGNE_CODE;INDICE_LIG;RESEAU;RES_COM;COD_RESF;RES_STIF;EXPLOITANT;NUM_PSR;IDF;PRINCIPAL;X;Y;EDITEUR;EDIT_DATE;TERMINUS
48.8473938905, 2.4096560564;"{""type"": ""Point"", ""coordinates"": [2.40965605640417, 48.84739389049608]}";44528;24396;1098;Porte de Vincennes;PORTE DE VINCENNES;Porte de Vincennes;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;T3B;0;0;A01757;;T3B;0.0;T3B-101039;3B;TRAMWAY;T3B;5.0;112.0;RATP;0;1;1;656677.0058;6860978.5672;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.9558430475, 2.30222274181;"{""type"": ""Point"", ""coordinates"": [2.302222741813793, 48.95584304745806]}";43077;42112;1194;Epinay-sur-Seine;EPINAY-SUR-SEINE;Epinay-sur-Seine;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A02150;C01795;T8;0.0;T8-426;8;TRAMWAY;T8;0.0;0.0;RATP;0;1;0;648899.6578;6873101.9034;;;0
48.938082615, 2.36074604376;"{""type"": ""Point"", ""coordinates"": [2.360746043761456, 48.93808261495897]}";44859;22634;52;Basilique de Saint-Denis;BASILIQUE DE SAINT-DENIS;Basilique de Saint-Denis;3517;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1025;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;653169.4095;6871090.6483;;;0
48.8529872779, 2.41074113613;"{""type"": ""Point"", ""coordinates"": [2.410741136126437, 48.85298727790374]}";44520;24406;1097;Porte de Montreuil;PORTE DE MONTREUIL;Porte de Montreuil;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;;T3B;0.0;T3B-109087;3B;TRAMWAY;T3B;5.0;112.0;RATP;0;1;1;656761.2753;6861599.9083;;;0
48.8675213572, 2.40897893974;"{""type"": ""Point"", ""coordinates"": [2.408978939744509, 48.86752135721475]}";45629;24400;1094;SÃ©verine;SEVERINE;SÃ©verine;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01757;;T3B;0.0;T3B-1602;3B;TRAMWAY;T3B;5.0;112.0;RATP;0;1;1;656644.0673;6863216.9519;;;0
48.933393832, 2.30059339938;"{""type"": ""Point"", ""coordinates"": [2.300593399375418, 48.933393832020336]}";46450;23284;1080;Timbaud;TIMBAUD;Timbaud;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1031;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;648758.2274;6870606.6152;;;0
48.932790208, 2.30129129249;"{""type"": ""Point"", ""coordinates"": [2.301291292494412, 48.93279020802871]}";46450;23283;1084;Timbaud;TIMBAUD;Timbaud;0;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1034;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;648808.763;6870539.0405;;;0
48.906567146, 2.3659203194;"{""type"": ""Point"", ""coordinates"": [2.365920319400959, 48.90656714598029]}";58497;24679;1073;Front Populaire;FRONT POPULAIRE;Front Populaire;0;Metro;0;0;0;1;0;0;0;0;0;0;M12;0;0;0;A01545;;12;4.0;12-112041;12;METRO;M12;3.0;110.0;RATP;0;1;1;653520.3175;6867583.1321;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8940482842, 2.48034887033;"{""type"": ""Point"", ""coordinates"": [2.480348870331727, 48.894048284201254]}";43096;41461;998;Bondy;BONDY;Bondy;2983;Tramway;0;0;0;0;1;0;0;0;0;0;0;T4;0;0;A01761;;T4;34.0;T4-361;4;TRAMWAY;T4;5.0;822.0;SNCF;113407;1;0;661898.9309;6866129.7935;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8763179623, 2.3325430273;"{""type"": ""Point"", ""coordinates"": [2.332543027297523, 48.87631796226447]}";45170;22046;861;TrinitÃ© d'Estienne d'Orves;TRINITE-D'ESTIENNE D'ORVES;TrinitÃ© d'Estienne d'Orves;2308;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112067;12;METRO;M12;3.0;110.0;RATP;0;1;0;651045.3002;6864239.7516;;;0
48.9385977752, 2.35590281042;"{""type"": ""Point"", ""coordinates"": [2.355902810417396, 48.938597775209935]}";44095;22267;514;MarchÃ© de Saint-Denis;MARCHE DE SAINT-DENIS;MarchÃ© de Saint-Denis;3518;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01191;;T1;31.0;T1-1002;1;TRAMWAY;T1;5.0;112.0;RATP;0;1;0;652815.0781;6871150.8172;;;0
48.926640202, 2.51910376383;"{""type"": ""Point"", ""coordinates"": [2.519103763829303, 48.92664020200147]}";47933;41029;295;Freinville-Sevran;FREINVILLE-SEVRAN;Freinville-Sevran;3010;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01761;;T4;34.0;T4-412;4;TRAMWAY;T4;5.0;822.0;SNCF;113894;1;0;664762.4938;6869735.9594;;;0
48.8465154042, 2.36587346941;"{""type"": ""Point"", ""coordinates"": [2.365873469406567, 48.8465154041934]}";44583;22004;718;Quai de la RapÃ©e;QUAI DE LA RAPEE;Quai de la RapÃ©e;2105;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105073;5;METRO;M5;3.0;110.0;RATP;0;1;0;653463.2581;6860905.8001;;;0
48.8610192599, 2.37473343128;"{""type"": ""Point"", ""coordinates"": [2.37473343128132, 48.86101925991959]}";45205;21910;758;Saint-Ambroise;SAINT-AMBROISE;Saint-Ambroise;2236;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109073;9;METRO;M9;3.0;110.0;RATP;0;1;0;654126.2223;6862513.3167;;;0
48.8223099329, 2.23132315987;"{""type"": ""Point"", ""coordinates"": [2.231323159873781, 48.82230993293686]}";47364;27464;112;Brimborion;BRIMBORION;Brimborion;3558;Tramway;0;0;0;0;1;0;0;0;0;0;0;0;0;0;A01192;;T2;32.0;T2-321;2;TRAMWAY;T2;5.0;112.0;RATP;0;1;0;643563.078;6858302.1636;;;0
48.8463569889, 2.41947990037;"{""type"": ""Point"", ""coordinates"": [2.41947990037451, 48.84635698889295]}";47247;22103;772;Saint-MandÃ©;SAINT-MANDE;Saint-MandÃ©;2022;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101037;1;METRO;M1;3.0;110.0;RATP;0;1;0;657397.0779;6860857.928;;;0
48.8636109376, 2.28758016253;"{""type"": ""Point"", ""coordinates"": [2.287580162529652, 48.86361093764567]}";44962;22164;862;TrocadÃ©ro;TROCADERO;TrocadÃ©ro;2147;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-109043;6;METRO;M6;3.0;110.0;RATP;0;1;0;647734.8329;6862855.649;;;0
48.8747486507, 2.29556025621;"{""type"": ""Point"", ""coordinates"": [2.295560256213147, 48.874748650679905]}";58759;22095;154;Charles de Gaulle-Ã‰toile;CHARLES DE GAULLE ETOILE;Charles de Gaulle Etoile;2150;Metro;0;0;0;1;0;0;0;0;0;0;M6;0;0;0;A01539;C01376;6;12.0;6-337;6;METRO;M6;3.0;110.0;RATP;0;1;0;648331.3084;6864088.8195;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.842436797, 2.365184812;"{""type"": ""Point"", ""coordinates"": [2.365184812004335, 48.84243679702547]}";43072;21967;311;Gare d'Austerlitz;AUSTERLITZ;Gare d'Austerlitz;2285;Metro;0;0;0;1;0;0;0;0;0;0;M10;0;0;0;A01543;;10;2.0;10-375;10;METRO;M10;3.0;110.0;RATP;0;1;1;653409.0746;6860452.705;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.814803007, 2.42237614285;"{""type"": ""Point"", ""coordinates"": [2.422376142845623, 48.814803007000464]}";42889;22214;12;Ã‰cole VÃ©tÃ©rinaire de Maisons-Alfort;ECOLE VETERINAIRE DE MAISONS-ALFORT;Ã‰cole VÃ©tÃ©rinaire de Maisons-Alfort;2194;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108081;8;METRO;M8;3.0;110.0;RATP;0;1;0;657583.9566;6857347.8995;;;0
48.8452047036, 2.26644154308;"{""type"": ""Point"", ""coordinates"": [2.266441543081952, 48.84520470358954]}";42543;21985;149;Chardon Lagache;CHARDON-LAGACHE;Chardon-Lagache;2269;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-110037;10;METRO;M10;3.0;110.0;RATP;0;1;0;646165.0737;6860823.2591;;;0
48.8354953554, 2.3588234891;"{""type"": ""Point"", ""coordinates"": [2.358823489097101, 48.83549535538261]}";42426;22009;124;Campo Formio;CAMPO-FORMIO;Campo-Formio;2102;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-105079;5;METRO;M5;3.0;110.0;RATP;0;1;0;652935.9416;6859684.6612;;;0
48.8723101138, 2.37670214473;"{""type"": ""Point"", ""coordinates"": [2.376702144728945, 48.872310113783094]}";42311;22128;61;Belleville;BELLEVILLE;Belleville;2032;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-111045;2;METRO;M2;3.0;110.0;RATP;0;1;0;654280.5677;6863767.6337;;;0
48.8690911629, 2.38054258599;"{""type"": ""Point"", ""coordinates"": [2.380542585989343, 48.86909116292499]}";42772;22126;220;Couronnes;COURONNES;Couronnes;2031;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102045;2;METRO;M2;3.0;110.0;RATP;0;1;0;654559.4536;6863407.4921;;;0
48.8475070811, 2.30296829919;"{""type"": ""Point"", ""coordinates"": [2.30296829919196, 48.84750708110547]}";42419;22176;123;Cambronne;CAMBRONNE;Cambronne;2142;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106069;6;METRO;M6;3.0;110.0;RATP;0;1;0;648847.9145;6861054.9765;;;0
48.8907889695, 2.3773157556;"{""type"": ""Point"", ""coordinates"": [2.377315755595574, 48.89078896952844]}";42780;22392;227;CrimÃ©e;CRIMEE;CrimÃ©e;2183;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107035;7;METRO;M7;3.0;110.0;RATP;0;1;0;654341.7793;6865822.0177;;;0
48.8470525545, 2.31642435206;"{""type"": ""Point"", ""coordinates"": [2.316424352062689, 48.84705255452885]}";42874;22229;247;Duroc;DUROC;Duroc;2335;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114049;13;METRO;M13;3.0;110.0;RATP;0;1;0;649834.9325;6860995.805;;;0
48.879761254, 2.41647964367;"{""type"": ""Point"", ""coordinates"": [2.416479643671439, 48.8797612539972]}";44055;21999;494;Mairie des Lilas;MAIRIE DES LILAS;Mairie des Lilas;2298;Metro;0;0;0;1;0;0;0;0;0;0;M11;0;0;0;A01544;;11;3.0;11-111033;11;METRO;M11;3.0;110.0;RATP;0;1;0;657204.3492;6864573.8589;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8473748787, 2.39546199483;"{""type"": ""Point"", ""coordinates"": [2.39546199483274, 48.84737487872934]}";44191;22073;585;Nation;NATION;Nation;2123;Metro;0;0;0;1;0;0;0;0;0;0;M6;0;0;0;A01539;;6;12.0;6-339;6;METRO;M6;3.0;110.0;RATP;0;1;0;655635.364;6860984.3345;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8026376907, 2.44692748424;"{""type"": ""Point"", ""coordinates"": [2.446927484242136, 48.802637690718086]}";44067;22216;499;Maisons-Alfort-Les Juilliottes;MAISONS-ALFORT-LES JUILLIOTTES;Maisons-Alfort-Les Juilliottes;2192;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108085;8;METRO;M8;3.0;110.0;RATP;899946;1;0;659377.3049;6855982.3601;;;0
48.8091443609, 2.43450989593;"{""type"": ""Point"", ""coordinates"": [2.434509895933692, 48.809144360936045]}";44066;22215;500;Maisons-Alfort-Stade;MAISONS-ALFORT-STADE;Maisons-Alfort-Stade;2193;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108083;8;METRO;M8;3.0;110.0;RATP;0;1;0;658470.4404;6856712.2781;;;0
48.8584665494, 2.38972985235;"{""type"": ""Point"", ""coordinates"": [2.389729852353504, 48.85846654943374]}";44332;22113;640;Philippe Auguste;PHILIPPE AUGUSTE;Philippe Auguste;2028;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102039;2;METRO;M2;3.0;110.0;RATP;0;1;0;655224.2451;6862220.8679;;;0
48.8631232146, 2.38588244933;"{""type"": ""Point"", ""coordinates"": [2.385882449326147, 48.86312321464207]}";44310;22020;634;PÃ¨re Lachaise;PERE LACHAISE;PÃ¨re Lachaise;2071;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103039;3;METRO;M3;3.0;110.0;RATP;0;1;0;654945.9924;6862740.8407;;;0
48.8224378346, 2.35847388385;"{""type"": ""Point"", ""coordinates"": [2.358473883854336, 48.8224378345855]}";44057;22385;497;Maison Blanche;MAISON BLANCHE;Maison Blanche;2160;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107081;7;METRO;M7;3.0;110.0;RATP;0;1;0;652898.4845;6858233.0223;;;0
48.8775512518, 2.28316224223;"{""type"": ""Point"", ""coordinates"": [2.283162242230229, 48.87755125180425]}";44533;22078;1;Porte Maillot;PORTE MAILLOT;Porte Maillot;2511;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-331;1;METRO;M1;3.0;110.0;RATP;381020;1;0;647424.8025;6864408.6314;;;0
48.869633173, 2.32627227403;"{""type"": ""Point"", ""coordinates"": [2.326272274027749, 48.86963317302491]}";43898;22194;489;Madeleine;MADELEINE;Madeleine;2215;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108039;8;METRO;M8;3.0;110.0;RATP;0;1;0;650579.0401;6863500.3584;;;0
48.842871275, 2.31244751307;"{""type"": ""Point"", ""coordinates"": [2.312447513065986, 48.84287127500633]}";44273;22039;628;Pasteur;PASTEUR;Pasteur;2320;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112043;12;METRO;M12;3.0;110.0;RATP;0;1;0;649539.0462;6860533.4239;;;0
48.8974022229, 2.34484774875;"{""type"": ""Point"", ""coordinates"": [2.344847748752398, 48.89740222289809]}";44515;22141;690;Porte de Clignancourt;PORTE DE CLIGNANCOURT;Porte de Clignancourt;2075;Metro;0;0;0;1;0;0;0;0;0;0;M4;0;0;0;A01537;;4;10.0;4-104029;4;METRO;M4;3.0;110.0;RATP;0;1;0;651967.2227;6866576.6415;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8686959778, 2.34072072367;"{""type"": ""Point"", ""coordinates"": [2.340720723674097, 48.868695977842876]}";45101;22033;104;Bourse;BOURSE;Bourse;2063;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01536;;3;8.0;3-103055;3;METRO;M3;3.0;110.0;RATP;0;1;0;651638.0039;6863387.2034;;;0
48.8539426071, 2.28933453277;"{""type"": ""Point"", ""coordinates"": [2.289334532766542, 48.85394260711305]}";45340;22179;75;Bir-Hakeim (Grenelle);BIR-HAKEIM (GRENELLE);Bir-Hakeim;2145;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106075;6;METRO;M6;3.0;110.0;RATP;0;1;0;647853.8595;6861779.4605;;;0
48.8669831104, 2.29005883493;"{""type"": ""Point"", ""coordinates"": [2.290058834931356, 48.86698311035682]}";42359;22180;84;BoissiÃ¨re;BOISSIERE;BoissiÃ¨re;2148;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106081;6;METRO;M6;3.0;110.0;RATP;0;1;0;647920.0418;6863228.9678;;;0
48.8828686476, 2.34413063372;"{""type"": ""Point"", ""coordinates"": [2.344130633722553, 48.88286864756839]}";42210;22123;21;Anvers;ANVERS;Anvers;2038;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102059;2;METRO;M2;3.0;110.0;RATP;0;1;0;651901.2249;6864961.0235;;;0
48.8653227117, 2.35672986917;"{""type"": ""Point"", ""coordinates"": [2.356729869173701, 48.865322711678054]}";42230;21997;27;Arts et MÃ©tiers;ARTS ET METIERS;Arts et MÃ©tiers;2289;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;;11;3.0;11-103049;11;METRO;M11;3.0;110.0;RATP;0;1;0;652809.2865;6863002.4359;;;0
48.8607869635, 2.32099819195;"{""type"": ""Point"", ""coordinates"": [2.320998191954085, 48.860786963526714]}";45704;22060;30;AssemblÃ©e Nationale;ASSEMBLEE NATIONALE;AssemblÃ©e Nationale;2312;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112059;12;METRO;M12;3.0;110.0;RATP;0;1;0;650183.7135;6862520.0466;;;0
48.8359308792, 2.27816167128;"{""type"": ""Point"", ""coordinates"": [2.278161671278975, 48.83593087919467]}";45357;22186;47;Balard;BALARD;Balard;2225;Metro;0;0;0;1;0;0;0;0;0;0;M8;0;0;0;A01541;;8;15.0;8-108019;8;METRO;M8;3.0;110.0;RATP;0;1;0;647015.7484;6859784.1873;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8834361881, 2.34977444365;"{""type"": ""Point"", ""coordinates"": [2.349774443646268, 48.88343618805934]}";42280;22130;50;BarbÃ¨s-Rochechouart;BARBES-ROCHECHOUART;BarbÃ¨s-Rochechouart;2079;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104037;4;METRO;M4;3.0;110.0;RATP;0;1;0;652315.6291;6865020.7075;;;0
48.8454707076, 2.42920516635;"{""type"": ""Point"", ""coordinates"": [2.429205166348, 48.84547070758355]}";42318;22105;65;BÃ©rault;BERAULT;BÃ©rault;2023;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101035;1;METRO;M1;3.0;110.0;RATP;0;1;0;658110.066;6860754.1783;;;0
48.779905317, 2.45936839626;"{""type"": ""Point"", ""coordinates"": [2.459368396259053, 48.77990531695967]}";42778;22213;224;CrÃ©teil-PrÃ©fecture (HÃ´tel de Ville);CRETEIL-PREFECTURE (HOTEL DE VILLE);CrÃ©teil-PrÃ©fecture;2189;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108091;8;METRO;M8;3.0;110.0;RATP;0;1;0;660273.7592;6853448.5114;;;0
48.8819319987, 2.39344545649;"{""type"": ""Point"", ""coordinates"": [2.393445456490355, 48.881931998728206]}";42822;24687;232;Danube;DANUBE;Danube;2361;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01550;;7b;14.0;7b-117031;7b;METRO;M7bis;3.0;110.0;RATP;0;1;0;655516.8981;6864827.9634;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;0
48.8334508582, 2.33174013099;"{""type"": ""Point"", ""coordinates"": [2.331740130985349, 48.833450858213496]}";42835;22151;236;Denfert-Rochereau;DENFERT-ROCHEREAU;Denfert-Rochereau;2097;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-297;4;METRO;M4;3.0;110.0;RATP;0;1;0;650946.0738;6859473.8194;;;0
48.850434549, 2.29361243991;"{""type"": ""Point"", ""coordinates"": [2.293612439913189, 48.85043454902951]}";42871;22171;245;Dupleix;DUPLEIX;Dupleix;2144;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-106073;6;METRO;M6;3.0;110.0;RATP;0;1;0;648164.2594;6861386.5825;;;0
48.8469891061, 2.31700523574;"{""type"": ""Point"", ""coordinates"": [2.317005235737245, 48.846989106139524]}";42874;21970;246;Duroc;DUROC;Duroc;2276;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01543;;10;2.0;10-114049;10;METRO;M10;3.0;110.0;RATP;0;1;0;649877.4993;6860988.3813;;;0
48.8404866526, 2.35173948717;"{""type"": ""Point"", ""coordinates"": [2.351739487166927, 48.8404866526412]}";42461;22391;127;Censier-Daubenton;CENSIER-DAUBENTON;Censier-Daubenton;2164;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-107073;7;METRO;M7;3.0;110.0;RATP;0;1;0;652420.525;6860243.8862;;;0
48.8215957673, 2.41373751752;"{""type"": ""Point"", ""coordinates"": [2.413737517516731, 48.82159576732173]}";42545;22210;150;Charenton-Ã‰coles;CHARENTON-ECOLES;Charenton-Ã‰coles;2195;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01541;;8;15.0;8-108079;8;METRO;M8;3.0;110.0;RATP;899925;1;0;656955.2248;6858107.8489;;;0
48.8545804991, 2.38556348082;"{""type"": ""Point"", ""coordinates"": [2.385563480822886, 48.85458049908102]}";42560;21934;156;Charonne;CHARONNE;Charonne;2234;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109077;9;METRO;M9;3.0;110.0;RATP;0;1;0;654915.2006;6861791.1422;;;0
48.8444563946, 2.44043997806;"{""type"": ""Point"", ""coordinates"": [2.440439978057246, 48.844456394569114]}";42582;22104;160;ChÃ¢teau de Vincennes;CHATEAU DE VINCENNES;ChÃ¢teau de Vincennes;2024;Metro;0;0;0;1;0;0;0;0;0;0;M1;0;0;0;A01534;;1;1.0;1-101033;1;METRO;M1;3.0;110.0;RATP;0;1;0;658933.7619;6860635.4943;LUDOVIC.GUILLOT;2018-04-23T02:00:00+02:00;1
48.8729376577, 2.33347913185;"{""type"": ""Point"", ""coordinates"": [2.333479131845597, 48.872937657673795]}";42589;21932;174;ChaussÃ©e d'Antin (La Fayette);CHAUSSEE D'ANTIN (LA FAYETTE);ChaussÃ©e d'Antin-La Fayette;2243;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109059;9;METRO;M9;3.0;110.0;RATP;0;1;0;651110.7845;6863863.3059;;;0
48.8373074946, 2.29663034323;"{""type"": ""Point"", ""coordinates"": [2.296630343233871, 48.83730749458223]}";42751;22058;206;Convention;CONVENTION;Convention;2323;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01545;;12;4.0;12-112037;12;METRO;M12;3.0;110.0;RATP;0;1;0;648372.7098;6859925.0172;;;0
48.9060940502, 2.33183083796;"{""type"": ""Point"", ""coordinates"": [2.33183083796241, 48.90609405024862]}";43252;22244;323;Garibaldi;GARIBALDI;Garibaldi;2351;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01546;;13;5.0;13-114073;13;METRO;M13;3.0;110.0;RATP;0;1;0;651021.0832;6867551.1312;;;0
48.8686998474, 2.30950515734;"{""type"": ""Point"", ""coordinates"": [2.309505157337887, 48.86869984735294]}";43026;21931;294;Franklin D.Roosevelt;FRANKLIN-D.ROOSEVELT;Franklin-D.Roosevelt;2248;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109049;9;METRO;M9;3.0;110.0;RATP;0;1;0;649348.2201;6863407.2048;;;0
48.8886312178, 2.24793243532;"{""type"": ""Point"", ""coordinates"": [2.247932435324862, 48.88863121777118]}";42962;22102;269;Esplanade de la DÃ©fense;ESPLANADE DE LA DEFENSE;Esplanade de la DÃ©fense;2001;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01534;;1;1.0;1-101079;1;METRO;M1;3.0;110.0;RATP;0;1;0;644852.7454;6865664.6753;;;0
48.8638074378, 2.34888065259;"{""type"": ""Point"", ""coordinates"": [2.348880652588476, 48.863807437781254]}";44970;22147;273;Ã‰tienne Marcel;ETIENNE-MARCEL;Ã‰tienne Marcel;2085;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01537;;4;10.0;4-104049;4;METRO;M4;3.0;110.0;RATP;0;1;0;652232.0865;6862838.6691;;;0
48.8762727035, 2.35805790434;"{""type"": ""Point"", ""coordinates"": [2.358057904336898, 48.876272703488766]}";43138;22387;315;Gare de l'Est;GARE DE L'EST;Gare de l'Est;2178;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-327;7;METRO;M7;3.0;110.0;RATP;0;1;1;652916.6085;6864219.2029;;;0
48.8525040906, 2.26817674944;"{""type"": ""Point"", ""coordinates"": [2.26817674943596, 48.85250409061289]}";43423;21928;372;Jasmin;JASMIN;Jasmin;2255;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01542;;9;16.0;9-109035;9;METRO;M9;3.0;110.0;RATP;0;1;0;646299.9369;6861633.6924;;;0
48.8831474514, 2.37100144075;"{""type"": ""Point"", ""coordinates"": [2.371001440751848, 48.883147451389796]}";43425;21952;374;JaurÃ¨s;JAURES;JaurÃ¨s;2115;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01538;;5;11.0;5-117039;5;METRO;M5;3.0;110.0;RATP;0;1;0;653872.0243;6864975.9922;;;0
48.875111817, 2.38941503204;"{""type"": ""Point"", ""coordinates"": [2.389415032035528, 48.87511181695599]}";43483;21995;379;Jourdain;JOURDAIN;Jourdain;2294;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01544;;11;3.0;11-111041;11;METRO;M11;3.0;110.0;RATP;0;1;0;655215.4591;6864071.8789;;;0
48.8459506666, 2.35505026306;"{""type"": ""Point"", ""coordinates"": [2.35505026306104, 48.845950666642075]}";43493;22386;384;Jussieu;JUSSIEU;Jussieu;2166;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01540;;7;13.0;7-110065;7;METRO;M7;3.0;110.0;RATP;0;1;0;652668.4784;6860849.4399;;;0
48.8843987952, 2.36049131853;"{""type"": ""Point"", ""coordinates"": [2.360491318526145, 48.88439879515334]}";43524;22119;409;La Chapelle;LA CHAPELLE;La Chapelle;2036;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01535;;2;7.0;2-102055;2;METRO;M2;3.0;110.0;RATP;0;1;0;653102.402;6865121.3253;;;0
48.8421022072, 2.32127856274;"{""type"": ""Point"", ""coordinates"": [2.321278562744627, 48.84210220720859]}";43238;22156;565;Montparnasse-BienvenÃ_e;MONTPARNASSE;Montparnasse BienvenÃ_e;2139;Metro;0;0;0;1;0;0;0;0;0;0;0;0;0;0;A01539;;6;12.0;6-285;6;METRO;M6;3.0;110.0;RATP;0;1;1;650186.4248;6860442.3044;;;0
